City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
239,Safford,US,32.834,-109.7076,92.32,18,0,8.05,clear sky
241,Alpena,US,45.0617,-83.4327,77.25,71,98,5.46,overcast clouds
243,Casper,US,42.8666,-106.3131,67.71,39,100,1.01,overcast clouds
245,West Bend,US,43.4253,-88.1834,73.47,73,0,8.05,clear sky
249,Whitefish,US,48.4111,-114.3376,71.11,48,100,2.77,overcast clouds
250,Ahuimanu,US,21.4447,-157.8378,83.86,65,40,10.36,scattered clouds
251,Pierre,US,44.3683,-100.351,67.86,82,17,8.01,few clouds
255,Brewster,US,41.3973,-73.6171,66.81,87,6,4.12,clear sky
257,Houma,US,29.5958,-90.7195,78.01,92,75,4.61,broken clouds
258,Taos,US,36.4072,-105.5731,73.8,16,0,12.66,clear sky
259,Northview,US,43.0456,-85.6006,76.87,69,75,6.91,broken clouds
262,Jasper,US,37.2001,-94.3502,86.56,55,100,3.0,overcast clouds
263,La Crosse,US,43.8014,-91.2396,74.12,83,100,5.01,overcast clouds
264,Binghamton,US,42.0987,-75.918,69.31,80,7,6.11,clear sky
266,Lancaster,US,40.2504,-76.2499,68.72,78,93,1.01,overcast clouds
268,Wasilla,US,61.5814,-149.4394,62.15,52,0,17.27,clear sky
269,Seminole,US,28.7086,-81.2081,76.37,94,90,3.67,overcast clouds
270,Kihei,US,20.785,-156.4656,84.85,75,70,2.26,broken clouds
272,Greenwood,US,34.1668,-82.1165,74.07,77,0,4.88,clear sky
276,Virginia Beach,US,36.8529,-75.978,74.01,83,2,7.83,clear sky
278,Waynesville,US,35.4887,-82.9887,63.93,85,0,3.0,clear sky
279,Brainerd,US,46.358,-94.2008,73.65,87,78,5.01,broken clouds
280,Forest,US,37.3638,-79.2897,69.04,81,98,1.68,overcast clouds
281,Belle Fourche,US,44.6714,-103.8522,68.54,54,100,4.88,overcast clouds
282,Granger,US,41.7481,-86.1257,75.47,72,0,5.75,clear sky
284,Spring Valley,US,36.108,-115.245,91.96,13,0,18.41,clear sky
285,Economy,US,40.6001,-80.2248,73.09,78,40,0.0,scattered clouds
287,Cedar City,US,37.6775,-113.0619,69.4,32,2,10.8,clear sky
288,Great Falls,US,47.5002,-111.3008,72.68,43,47,10.71,scattered clouds
289,North Platte,US,41.1239,-100.7654,78.39,44,0,1.99,clear sky
293,Lumberton,US,34.6182,-79.0086,76.03,80,0,4.56,clear sky
294,Gainesville,US,29.6516,-82.3248,75.69,85,0,8.05,clear sky
295,Humboldt,US,40.6665,-123.9178,55.13,70,100,5.44,overcast clouds
296,Cleveland,US,41.4995,-81.6954,75.69,77,40,6.91,scattered clouds
297,Key West,US,24.5557,-81.7826,84.97,69,100,9.98,overcast clouds
299,Back Mountain,US,41.3359,-75.9963,65.75,93,21,3.42,few clouds
300,Batesville,US,35.7698,-91.641,79.95,63,0,3.69,clear sky
302,Rockport,US,28.0206,-97.0544,85.05,82,0,9.22,clear sky
303,Danville,US,36.586,-79.395,69.78,78,60,3.22,broken clouds
306,Quincy,US,42.2529,-71.0023,64.22,75,6,5.01,clear sky
308,San Angelo,US,31.4638,-100.437,87.94,45,9,5.01,clear sky
310,Fallon,US,39.4735,-118.7774,78.67,16,0,16.11,clear sky
313,Port Lavaca,US,28.615,-96.6261,84.31,81,2,8.79,clear sky
315,West Lafayette,US,40.4259,-86.9081,75.58,68,0,8.41,clear sky
316,Blue Ash,US,39.232,-84.3783,73.56,74,45,1.01,scattered clouds
318,Elko,US,41.0002,-115.5012,63.64,46,7,7.0,clear sky
322,Raton,US,36.9034,-104.4391,80.06,19,0,10.36,clear sky
324,Hurricane,US,37.1753,-113.2899,86.7,22,0,14.47,clear sky
325,Ossipee,US,43.6854,-71.1167,57.96,87,100,3.38,overcast clouds
326,Mount Pleasant,US,32.7941,-79.8626,77.0,84,0,5.75,clear sky
327,Valley City,US,46.9233,-98.0032,59.52,100,100,9.22,overcast clouds
328,Bellevue,US,47.6104,-122.2007,66.31,65,100,5.01,overcast clouds
329,Golden,US,39.7555,-105.2211,77.16,39,87,8.99,overcast clouds
330,Shreveport,US,32.5251,-93.7502,84.15,75,20,4.61,few clouds
331,Fostoria,US,41.157,-83.4169,73.45,82,3,1.01,clear sky
332,Corning,US,42.1428,-77.0547,69.24,91,30,5.1,scattered clouds
334,Orange Cove,US,36.6244,-119.3137,87.93,27,0,3.44,clear sky
335,Port Hueneme,US,34.1478,-119.1951,78.13,72,0,14.97,clear sky
336,Gonzalez,US,30.5816,-87.2914,82.54,88,29,2.35,scattered clouds
338,Crown Point,US,41.417,-87.3653,76.59,66,0,6.91,clear sky
340,Twin Falls,US,42.3505,-114.6445,66.54,32,0,12.66,clear sky
341,Pahrump,US,36.2083,-115.9839,87.26,13,0,11.01,clear sky
342,Crawfordsville,US,40.0411,-86.8745,74.44,64,0,5.75,clear sky
344,Madera,US,37.1666,-119.8343,84.29,27,0,5.01,clear sky
345,North Myrtle Beach,US,33.816,-78.68,79.11,86,100,10.78,overcast clouds
346,Radford,US,37.1318,-80.5764,67.12,85,0,4.0,clear sky
347,Pampa,US,35.5362,-100.9599,90.19,29,40,14.97,scattered clouds
348,Miles City,US,46.4083,-105.8406,68.94,35,47,3.0,scattered clouds
349,Rincon,US,32.296,-81.2354,78.85,73,40,8.05,scattered clouds
350,Columbus,US,39.9612,-82.9988,74.62,77,0,3.44,clear sky
351,Brownwood,US,31.7093,-98.9912,89.6,48,11,12.64,few clouds
353,Bend,US,44.0582,-121.3153,61.27,75,100,4.0,overcast clouds
355,Freeport,US,40.6576,-73.5832,71.58,82,0,9.22,clear sky
356,Kailua,US,21.4022,-157.7394,85.14,66,40,10.36,scattered clouds
358,Grants,US,35.1473,-107.8514,77.23,15,0,8.05,clear sky
362,East Wenatchee Bench,US,47.4257,-120.2812,69.58,37,100,3.0,overcast clouds
367,Chanute,US,37.6792,-95.4572,86.22,62,84,7.09,broken clouds
369,Sheridan,US,44.8333,-106.9173,68.7,48,0,3.44,clear sky
371,Tukwila,US,47.474,-122.261,66.25,64,0,17.27,clear sky
372,Blackfoot,US,43.1905,-112.345,65.77,42,100,6.58,overcast clouds
373,Lander,US,42.833,-108.7307,64.11,54,96,7.29,overcast clouds
374,Porterville,US,36.0652,-119.0168,86.56,21,0,12.46,clear sky
